experiment_id,run_index,algorithm,eval_f1_reconstruction,eval_f2_security,eval_f3_robustness,eval_f4_complexity
IMG_0009,5,HHO-VC,0.4473204228932975,0.0025984691138606,0.057864478425226,0.0261437908496732
IMG_0009,5,MO-BDA-EHHO-VC,0.4488204301107318,0.0025250898900001,0.0577925157364409,0.0261437908496732
IMG_0010,1,HHO-VC,0.3731117309812778,0.003169726833352,0.0578522447681326,0.2875816993464052
IMG_0010,1,EHHO-VC,0.3728675827437267,0.0032835085954578,0.057840730737927,0.2823529411764706
IMG_0010,1,BDA-EHHO-VC-Calibrated,0.377760376751419,0.0029102176023899,0.0579501140248803,0.1647058823529411
IMG_0010,1,BEHHO-VC-Calibrated,0.3762994495070942,0.0029098102684091,0.0579191700687027,0.1333333333333333
IMG_0010,1,MO-BDA-EHHO-VC,0.3691129421556612,0.0020721621721395,0.0578947027545158,0.065359477124183
IMG_0010,2,BDA-EHHO-VC-Calibrated,0.3716762700625844,0.001597721816691,0.0578299363346092,0.1660130718954248
IMG_0010,2,HHO-VC,0.3737074889162332,0.0019731343620953,0.0580256748481047,0.5908496732026144
IMG_0010,2,BEHHO-VC-Calibrated,0.3799494817442623,0.0016471099208992,0.057801870885983,0.0483660130718954
IMG_0010,2,EHHO-VC,0.3737074889162332,0.0019731343620953,0.0580256748481047,0.5908496732026144
IMG_0010,2,MO-BDA-EHHO-VC,0.3651672109971757,0.0015708345930524,0.0576737772999455,0.1006535947712418
IMG_0010,3,HHO-VC,0.3699360767885814,0.0008633755214375,0.0582746657513012,0.0562091503267973
IMG_0010,3,BEHHO-VC-Calibrated,0.369866958742553,0.000840371353561,0.0582408432875722,0.057516339869281
IMG_0010,3,EHHO-VC,0.3627578832442526,0.0012635246291213,0.058271067616862,0.0915032679738562
IMG_0010,3,BDA-EHHO-VC-Calibrated,0.3731526904504946,0.0009540079914325,0.0582386844069087,0.188235294117647
