run_key,experiment_id,filename,run_index,algorithm,population_size,evaluation_budget,master_seed,best_score,level_R,level_G,level_B,evaluations,budget_compliant,runtime_s,iterations_completed,convergence_points,final_convergence_value,diversity_mean,diversity_final,injection_count,bda_proposals,ehho_proposals,bda_fraction,paired_rank
IMG_0005|r3|n30|b300|HHO-VC,IMG_0005,105025.jpg,3,HHO-VC,30,300,572555939,4.608247882688459,29,145,8,300,True,63.32086189999245,6,6,4.608247882688459,,,0,0,0,,2.0
IMG_0005|r3|n30|b300|EHHO-VC,IMG_0005,105025.jpg,3,EHHO-VC,30,300,572555939,4.60804913863558,38,190,11,300,True,49.0434786999831,7,7,4.60804913863558,0.322783402056177,0.2324163356117576,0,0,0,,1.0
IMG_0005|r3|n30|b300|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BEHHO-VC-Calibrated,30,300,572555939,4.608926095632752,33,156,71,300,True,57.33300430001691,10,10,4.608926095632752,0.914425925925926,0.9246296296296296,0,0,0,,4.0
IMG_0005|r3|n30|b300|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BDA-EHHO-VC-Calibrated,30,300,572555939,4.608369313619389,30,122,26,300,True,59.92039669997757,5,5,4.608369313619389,,,0,73,77,0.4866666666666667,3.0
IMG_0005|r3|n30|b600|HHO-VC,IMG_0005,105025.jpg,3,HHO-VC,30,600,572555939,4.608247882688459,29,145,8,600,True,118.94207279995317,12,12,4.608247882688459,,,0,0,0,,1.5
IMG_0005|r3|n30|b600|EHHO-VC,IMG_0005,105025.jpg,3,EHHO-VC,30,600,572555939,4.608247882688459,29,145,8,600,True,109.3060619000462,14,14,4.608247882688459,0.2867288470878211,0.2464511216807945,0,0,0,,1.5
IMG_0005|r3|n30|b600|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BEHHO-VC-Calibrated,30,600,572555939,4.608628753423113,34,8,4,600,True,122.46308250003494,20,20,4.608628753423113,0.8111481481481482,0.7129629629629631,4,0,0,,4.0
IMG_0005|r3|n30|b600|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BDA-EHHO-VC-Calibrated,30,600,572555939,4.60853658889021,31,221,18,600,True,115.36222700000508,10,10,4.608921630493311,,,0,138,162,0.46,3.0
IMG_0006|r1|n10|b300|HHO-VC,IMG_0006,106024.jpg,1,HHO-VC,10,300,1410984088,4.709067854349006,2,33,2,300,True,48.962727599951904,16,16,4.709067854349006,,,0,0,0,,3.0
IMG_0006|r1|n10|b300|EHHO-VC,IMG_0006,106024.jpg,1,EHHO-VC,10,300,1410984088,4.709130648686643,2,24,2,300,True,54.57163229997968,19,19,4.709130648686643,0.0869626174258661,0.0405534905856569,0,0,0,,4.0
IMG_0006|r1|n10|b300|BEHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BEHHO-VC-Calibrated,10,300,1410984088,4.706773045347473,2,8,9,300,True,56.05928159999894,30,30,4.706773045347473,0.5636666666666666,0.4133333333333334,21,0,0,,1.0
IMG_0006|r1|n10|b300|BDA-EHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BDA-EHHO-VC-Calibrated,10,300,1410984088,4.708740622754331,2,128,69,300,True,37.35836349998135,15,15,4.708740622754331,,,0,78,72,0.52,2.0
IMG_0006|r1|n10|b600|HHO-VC,IMG_0006,106024.jpg,1,HHO-VC,10,600,1410984088,4.70899951569352,3,88,3,600,True,92.26251119998052,32,32,4.70899951569352,,,0,0,0,,4.0
IMG_0006|r1|n10|b600|EHHO-VC,IMG_0006,106024.jpg,1,EHHO-VC,10,600,1410984088,4.707629031263732,2,29,3,600,True,82.54375909996452,38,38,4.707629031263732,0.0679905121385559,0.0397006161126387,0,0,0,,3.0
IMG_0006|r1|n10|b600|BEHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BEHHO-VC-Calibrated,10,600,1410984088,4.706773045347473,2,8,9,600,True,47.74796400003834,60,60,4.706773045347473,0.4894444444444445,0.4283333333333334,49,0,0,,2.0
IMG_0006|r1|n10|b600|BDA-EHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BDA-EHHO-VC-Calibrated,10,600,1410984088,4.706756704042021,2,96,9,600,True,58.02528020000318,30,30,4.706756704042021,,,0,155,145,0.5166666666666667,1.0
IMG_0006|r1|n20|b300|HHO-VC,IMG_0006,106024.jpg,1,HHO-VC,20,300,1410984088,4.709116127899911,2,88,2,300,True,38.257010100001935,8,8,4.709116127899911,,,0,0,0,,4.0
IMG_0006|r1|n20|b300|EHHO-VC,IMG_0006,106024.jpg,1,EHHO-VC,20,300,1410984088,4.709067854349006,2,33,2,300,True,32.463778399978764,10,10,4.709067854349006,0.1794348662532004,0.0644151843019402,0,0,0,,3.0
IMG_0006|r1|n20|b300|BEHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BEHHO-VC-Calibrated,20,300,1410984088,4.70792833657498,2,8,8,300,True,36.35801959998207,15,15,4.70792833657498,0.8514722222222223,0.96125,0,0,0,,1.0
IMG_0006|r1|n20|b300|BDA-EHHO-VC-Calibrated,IMG_0006,106024.jpg,1,BDA-EHHO-VC-Calibrated,20,300,1410984088,4.7084647506582415,2,99,136,300,True,6.485159000032581,8,8,4.7084647506582415,,,0,62,78,0.4428571428571428,2.0
IMG_0006|r1|n20|b600|HHO-VC,IMG_0006,106024.jpg,1,HHO-VC,20,600,1410984088,4.709067854349006,2,33,2,600,True,1.7792047000257298,17,17,4.709067854349006,,,0,0,0,,3.5
