experiment_id,dataset,split,filename,channel,correlation_mode,share_aggregation,best_NX,best_objective,default_best_NX,same_optimum_as_default,abs_NX_difference
IMG_0169,BSDS500,test,183066.jpg,R,signed_cc,mean,81,4.845906032442459,19,False,62
IMG_0169,BSDS500,test,183066.jpg,R,signed_cc,max,13,4.852532617253898,19,False,6
IMG_0169,BSDS500,test,183066.jpg,R,abs_cc,share1,13,4.8584471220652805,19,False,6
IMG_0169,BSDS500,test,183066.jpg,R,abs_cc,share2,35,4.848451525433851,19,False,16
IMG_0169,BSDS500,test,183066.jpg,R,abs_cc,mean,19,4.854745199499159,19,True,0
IMG_0169,BSDS500,test,183066.jpg,R,abs_cc,max,13,4.8584471220652805,19,False,6
IMG_0169,BSDS500,test,183066.jpg,G,signed_cc,share1,2,4.930445416300657,2,True,0
IMG_0169,BSDS500,test,183066.jpg,G,signed_cc,share2,2,4.933272558694104,2,True,0
IMG_0169,BSDS500,test,183066.jpg,G,signed_cc,mean,2,4.93185898749738,2,True,0
IMG_0169,BSDS500,test,183066.jpg,G,signed_cc,max,2,4.933272558694104,2,True,0
IMG_0169,BSDS500,test,183066.jpg,G,abs_cc,share1,2,4.938329890911039,2,True,0
IMG_0169,BSDS500,test,183066.jpg,G,abs_cc,share2,2,4.940779738160361,2,True,0
IMG_0169,BSDS500,test,183066.jpg,G,abs_cc,mean,2,4.9395548145357004,2,True,0
IMG_0169,BSDS500,test,183066.jpg,G,abs_cc,max,2,4.940779738160361,2,True,0
IMG_0169,BSDS500,test,183066.jpg,B,signed_cc,share1,178,5.060184124144815,175,False,3
IMG_0169,BSDS500,test,183066.jpg,B,signed_cc,share2,4,5.076900205908565,175,False,171
IMG_0169,BSDS500,test,183066.jpg,B,signed_cc,mean,175,5.069021631661632,175,True,0
IMG_0169,BSDS500,test,183066.jpg,B,signed_cc,max,4,5.076900205908565,175,False,171
IMG_0169,BSDS500,test,183066.jpg,B,abs_cc,share1,178,5.066792378654885,175,False,3
IMG_0169,BSDS500,test,183066.jpg,B,abs_cc,share2,4,5.076900205908565,175,False,171
IMG_0169,BSDS500,test,183066.jpg,B,abs_cc,mean,175,5.072276520272603,175,True,0
IMG_0169,BSDS500,test,183066.jpg,B,abs_cc,max,4,5.076900205908565,175,False,171
IMG_0173,BSDS500,test,188025.jpg,R,signed_cc,share1,40,5.23442103389682,20,False,20
IMG_0173,BSDS500,test,188025.jpg,R,signed_cc,share2,16,5.24040662081834,20,False,4
IMG_0173,BSDS500,test,188025.jpg,R,signed_cc,mean,16,5.238065545753153,20,False,4
IMG_0173,BSDS500,test,188025.jpg,R,signed_cc,max,16,5.24040662081834,20,False,4
IMG_0173,BSDS500,test,188025.jpg,R,abs_cc,share1,20,5.237532415355601,20,True,0
IMG_0173,BSDS500,test,188025.jpg,R,abs_cc,share2,16,5.241299911078571,20,False,4
IMG_0173,BSDS500,test,188025.jpg,R,abs_cc,mean,20,5.239759072197307,20,True,0
IMG_0173,BSDS500,test,188025.jpg,R,abs_cc,max,16,5.241299911078571,20,False,4
IMG_0173,BSDS500,test,188025.jpg,G,signed_cc,share1,98,4.975059141170836,9,False,89
IMG_0173,BSDS500,test,188025.jpg,G,signed_cc,share2,7,4.9880204680137155,9,False,2
IMG_0173,BSDS500,test,188025.jpg,G,signed_cc,mean,9,4.984738343127779,9,True,0
IMG_0173,BSDS500,test,188025.jpg,G,signed_cc,max,7,4.9880204680137155,9,False,2
IMG_0173,BSDS500,test,188025.jpg,G,abs_cc,share1,98,4.980860332920469,9,False,89
IMG_0173,BSDS500,test,188025.jpg,G,abs_cc,share2,3,4.988679226195738,9,False,6
IMG_0173,BSDS500,test,188025.jpg,G,abs_cc,mean,9,4.9864237638919215,9,True,0
IMG_0173,BSDS500,test,188025.jpg,G,abs_cc,max,4,4.988686782457081,9,False,5
IMG_0173,BSDS500,test,188025.jpg,B,signed_cc,share1,27,5.248680557793408,2,False,25
IMG_0173,BSDS500,test,188025.jpg,B,signed_cc,share2,2,5.259077545936849,2,True,0
IMG_0173,BSDS500,test,188025.jpg,B,signed_cc,mean,2,5.254960317360926,2,True,0
IMG_0173,BSDS500,test,188025.jpg,B,signed_cc,max,2,5.259077545936849,2,True,0
IMG_0173,BSDS500,test,188025.jpg,B,abs_cc,share1,11,5.252652302748082,2,False,9
IMG_0173,BSDS500,test,188025.jpg,B,abs_cc,share2,2,5.260987690435893,2,True,0
IMG_0173,BSDS500,test,188025.jpg,B,abs_cc,mean,2,5.259023428560964,2,True,0
IMG_0173,BSDS500,test,188025.jpg,B,abs_cc,max,2,5.260987690435893,2,True,0
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,R,signed_cc,share1,7,5.649961095154247,2,False,5
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,R,signed_cc,share2,182,5.649989513785882,2,False,180
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,R,signed_cc,mean,182,5.652966840084021,2,False,180
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,R,signed_cc,max,182,5.655944166382161,2,False,180
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,R,abs_cc,share1,2,5.657642402965868,2,True,0
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,R,abs_cc,share2,189,5.66111992899571,2,False,187
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,R,abs_cc,mean,2,5.660625735167834,2,True,0
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,R,abs_cc,max,189,5.66111992899571,2,False,187
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,G,signed_cc,share1,219,5.218125915365982,229,False,10
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,G,signed_cc,share2,85,5.237471279413497,229,False,144
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,G,signed_cc,mean,229,5.2312262627938,229,True,0
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,G,signed_cc,max,85,5.237471279413497,229,False,144
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,G,abs_cc,share1,219,5.232286037410149,229,False,10
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,G,abs_cc,share2,85,5.241022439395933,229,False,144
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,G,abs_cc,mean,229,5.238478316345244,229,True,0
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,G,abs_cc,max,85,5.241022439395933,229,False,144
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,B,signed_cc,share1,34,5.037312907142708,5,False,29
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,B,signed_cc,share2,97,5.027396516085703,5,False,92
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,B,signed_cc,mean,5,5.0364476767823145,5,True,0
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,B,signed_cc,max,5,5.039509429442719,5,True,0
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,B,abs_cc,share1,34,5.037312907142708,5,False,29
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,B,abs_cc,share2,97,5.031673979539151,5,False,92
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,B,abs_cc,mean,5,5.036558763479345,5,True,0
IMG_0305,USC-SIPI Miscellaneous,classical,4.1.05.tiff,B,abs_cc,max,5,5.039509429442719,5,True,0
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,R,signed_cc,share1,26,5.393753393228014,6,False,20
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,R,signed_cc,share2,7,5.385945473829623,6,False,1
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,R,signed_cc,mean,7,5.391221464727211,6,False,1
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,R,signed_cc,max,26,5.393753393228014,6,False,20
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,R,abs_cc,share1,26,5.393753393228014,6,False,20
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,R,abs_cc,share2,7,5.389063955227678,6,False,1
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,R,abs_cc,mean,6,5.392502619087015,6,True,0
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,R,abs_cc,max,26,5.393753393228014,6,False,20
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,G,signed_cc,share1,33,4.689007422236251,14,False,19
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,G,signed_cc,share2,14,4.719607641000768,14,True,0
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,G,signed_cc,mean,155,4.705171639836017,14,False,141
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,G,signed_cc,max,14,4.719607641000768,14,True,0
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,G,abs_cc,share1,2,4.692785380491888,14,False,12
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,G,abs_cc,share2,14,4.719607641000768,14,True,0
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,G,abs_cc,mean,14,4.707237231189346,14,True,0
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,G,abs_cc,max,14,4.719607641000768,14,True,0
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,B,signed_cc,share1,211,4.702171402536827,103,False,108
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,B,signed_cc,share2,13,4.711750681622253,103,False,90
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,B,signed_cc,mean,93,4.709207778046463,103,False,10
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,B,signed_cc,max,65,4.712189214484692,103,False,38
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,B,abs_cc,share1,211,4.709200236745968,103,False,108
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,B,abs_cc,share2,13,4.714778527862754,103,False,90
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,B,abs_cc,mean,103,4.71438351594354,103,True,0
IMG_0313,USC-SIPI Miscellaneous,classical,4.2.07.tiff,B,abs_cc,max,57,4.71535367741296,103,False,46
