run_key,experiment_id,filename,run_index,algorithm,population_size,evaluation_budget,master_seed,best_score,level_R,level_G,level_B,evaluations,budget_compliant,runtime_s,iterations_completed,convergence_points,final_convergence_value,diversity_mean,diversity_final,injection_count,bda_proposals,ehho_proposals,bda_fraction
IMG_0005|r1|n10|b300|HHO-VC,IMG_0005,105025.jpg,1,HHO-VC,10,300,987927628,4.616553503459254,3,97,3,300,True,17.91927889996441,15,15,4.616553503459254,nan,nan,0,0,0,nan
IMG_0005|r1|n10|b300|EHHO-VC,IMG_0005,105025.jpg,1,EHHO-VC,10,300,987927628,4.616455983866084,3,51,3,300,True,15.644044099957682,18,18,4.616455983866084,0.13600185765946338,0.11339318465149961,0,0,0,nan
IMG_0005|r1|n10|b300|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BEHHO-VC-Calibrated,10,300,987927628,4.616025164521226,2,2,128,300,True,15.868149199988693,30,30,4.616025164521226,0.702611111111111,0.3566666666666667,10,0,0,nan
IMG_0005|r1|n10|b300|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BDA-EHHO-VC-Calibrated,10,300,987927628,4.616414775537172,2,170,180,300,True,17.99288820003858,15,15,4.616414775537172,nan,nan,0,73,77,0.4866666666666667
IMG_0005|r1|n10|b600|HHO-VC,IMG_0005,105025.jpg,1,HHO-VC,10,600,987927628,4.6165172248149755,3,66,3,600,True,86.25007169996388,30,30,4.6165172248149755,nan,nan,0,0,0,nan
IMG_0005|r1|n10|b600|EHHO-VC,IMG_0005,105025.jpg,1,EHHO-VC,10,600,987927628,4.6163170194634455,3,60,3,600,True,92.54429869999876,37,37,4.6163170194634455,0.12194380397441959,0.09463512962309244,0,0,0,nan
IMG_0005|r1|n10|b600|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BEHHO-VC-Calibrated,10,600,987927628,4.614739288874254,2,2,6,600,True,99.67281540000113,60,60,4.614739288874254,0.7339166666666667,0.7916666666666666,21,0,0,nan
IMG_0005|r1|n10|b600|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BDA-EHHO-VC-Calibrated,10,600,987927628,4.616878310324687,2,46,57,600,True,89.22910970001249,30,30,4.616878310324687,nan,nan,0,135,165,0.45
IMG_0005|r1|n20|b300|HHO-VC,IMG_0005,105025.jpg,1,HHO-VC,20,300,987927628,4.614739288874254,2,2,6,300,True,34.55072370002745,8,8,4.614739288874254,nan,nan,0,0,0,nan
IMG_0005|r1|n20|b300|EHHO-VC,IMG_0005,105025.jpg,1,EHHO-VC,20,300,987927628,4.614739288874254,2,2,6,300,True,35.32783700001892,9,9,4.614739288874254,0.12757360985136762,0.1567970101772635,4,0,0,nan
IMG_0005|r1|n20|b300|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BEHHO-VC-Calibrated,20,300,987927628,4.614739288874254,2,2,6,300,True,32.50797869998496,15,15,4.614739288874254,0.7181388888888889,0.6108333333333333,4,0,0,nan
IMG_0005|r1|n20|b300|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BDA-EHHO-VC-Calibrated,20,300,987927628,4.615691256373359,2,2,212,300,True,36.051687900035176,8,8,4.615691256373359,nan,nan,0,72,68,0.5142857142857142
IMG_0005|r1|n20|b600|HHO-VC,IMG_0005,105025.jpg,1,HHO-VC,20,600,987927628,4.614739288874254,2,2,6,600,True,75.98325519997161,15,15,4.614739288874254,nan,nan,0,0,0,nan
IMG_0005|r1|n20|b600|EHHO-VC,IMG_0005,105025.jpg,1,EHHO-VC,20,600,987927628,4.614739288874254,2,2,6,600,True,77.74008279998088,18,18,4.614739288874254,0.08819174446589667,0.03495849056182967,7,0,0,nan
IMG_0005|r1|n20|b600|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BEHHO-VC-Calibrated,20,600,987927628,4.615492074177689,2,66,6,600,True,76.48211619997164,30,30,4.615492074177689,0.7958611111111111,0.79625,4,0,0,nan
IMG_0005|r1|n20|b600|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BDA-EHHO-VC-Calibrated,20,600,987927628,4.6159342851337355,2,2,178,600,True,68.178448199993,15,15,4.61606522810191,nan,nan,0,152,148,0.5066666666666667
IMG_0005|r1|n30|b300|HHO-VC,IMG_0005,105025.jpg,1,HHO-VC,30,300,987927628,4.615607962009524,2,2,3,300,True,30.540408300003037,5,5,4.615607962009524,nan,nan,0,0,0,nan
IMG_0005|r1|n30|b300|EHHO-VC,IMG_0005,105025.jpg,1,EHHO-VC,30,300,987927628,4.615693671146233,2,2,47,300,True,38.6545965000405,6,6,4.615693671146233,0.20393569523976932,0.0863110882516111,0,0,0,nan
IMG_0005|r1|n30|b300|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BEHHO-VC-Calibrated,30,300,987927628,4.616025164521226,2,2,128,300,True,44.73818260000553,10,10,4.616025164521226,0.7829444444444444,0.832962962962963,2,0,0,nan
IMG_0005|r1|n30|b300|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BDA-EHHO-VC-Calibrated,30,300,987927628,4.61657929573429,2,152,193,300,True,50.06702289998066,5,5,4.61657929573429,nan,nan,0,70,80,0.4666666666666667
IMG_0005|r1|n30|b600|HHO-VC,IMG_0005,105025.jpg,1,HHO-VC,30,600,987927628,4.615607962009524,2,2,3,600,True,83.85221079998882,10,10,4.615607962009524,nan,nan,0,0,0,nan
IMG_0005|r1|n30|b600|EHHO-VC,IMG_0005,105025.jpg,1,EHHO-VC,30,600,987927628,4.614739288874254,2,2,6,600,True,78.99982309999177,12,12,4.614739288874254,0.12117446420978088,0.05244108140007364,3,0,0,nan
IMG_0005|r1|n30|b600|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BEHHO-VC-Calibrated,30,600,987927628,4.615933469325737,2,2,136,600,True,84.3284197000321,20,20,4.615933469325737,0.7276851851851851,0.6888888888888888,7,0,0,nan
IMG_0005|r1|n30|b600|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,1,BDA-EHHO-VC-Calibrated,30,600,987927628,4.616075727035482,2,2,200,600,True,72.5966304000467,10,10,4.616075727035482,nan,nan,0,160,140,0.5333333333333333
IMG_0005|r2|n10|b300|HHO-VC,IMG_0005,105025.jpg,2,HHO-VC,10,300,529390759,4.61432554498359,68,145,134,300,True,35.18688039999688,15,15,4.61432554498359,nan,nan,0,0,0,nan
IMG_0005|r2|n10|b300|EHHO-VC,IMG_0005,105025.jpg,2,EHHO-VC,10,300,529390759,4.614191130452092,48,107,98,300,True,33.460393899993505,19,19,4.614191130452092,0.2916604401351182,0.2781400888204483,0,0,0,nan
IMG_0005|r2|n10|b300|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,2,BEHHO-VC-Calibrated,10,300,529390759,4.6123117781630585,24,69,10,300,True,39.679836399969645,30,30,4.6123117781630585,0.7740555555555556,0.795,3,0,0,nan
IMG_0005|r2|n10|b300|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,2,BDA-EHHO-VC-Calibrated,10,300,529390759,4.61316312086736,78,191,10,300,True,25.55429549998371,15,15,4.61316312086736,nan,nan,0,92,58,0.6133333333333333
IMG_0005|r2|n10|b600|HHO-VC,IMG_0005,105025.jpg,2,HHO-VC,10,600,529390759,4.614470426952825,2,3,3,600,True,94.40336880000541,34,34,4.614470426952825,nan,nan,0,0,0,nan
IMG_0005|r2|n10|b600|EHHO-VC,IMG_0005,105025.jpg,2,EHHO-VC,10,600,529390759,4.614470426952825,2,3,3,600,True,97.14962420001393,40,40,4.614470426952825,0.15865762073827622,0.006770925829289179,14,0,0,nan
IMG_0005|r2|n10|b600|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,2,BEHHO-VC-Calibrated,10,600,529390759,4.613295016137408,82,2,10,600,True,103.83340359997237,60,60,4.613295016137408,0.7303055555555555,0.81,22,0,0,nan
IMG_0005|r2|n10|b600|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,2,BDA-EHHO-VC-Calibrated,10,600,529390759,4.613342082191375,14,225,3,600,True,103.87886489997618,30,30,4.613342082191375,nan,nan,0,158,142,0.5266666666666666
