experiment_id,algorithm,median_score,mean_score,sd_across_runs,median_runtime_s
IMG_0009,BEHHO-VC-Calibrated,4.5598537260902505,4.559442633288215,0.0012623300918835627,25.019408599997405
IMG_0009,EHHO-VC,4.560699909382108,4.560994276976207,0.0021285667852762933,11.350678199960385
IMG_0009,HHO-VC,4.55973611908807,4.560246285002818,0.0022022555898009483,9.89088239998091
IMG_0010,BDA-EHHO-VC-Calibrated,5.456706237224967,5.457807877280153,0.0031198026724481302,28.025995999982115
IMG_0010,BEHHO-VC-Calibrated,5.457061533149364,5.457804178844347,0.0028257047550925983,27.20032659999561
IMG_0010,EHHO-VC,5.457599488311431,5.457995847752331,0.0030552213314958753,16.10248000000138
IMG_0010,HHO-VC,5.457475776588445,5.457856832805631,0.0030190236984924505,15.106640900019556
IMG_0011,BDA-EHHO-VC-Calibrated,4.702130084120484,4.702680007285582,0.00268040022203937,26.4589258999913
IMG_0011,BEHHO-VC-Calibrated,4.702751540783026,4.702747509984027,0.0026896015083018097,32.13262380001834
IMG_0011,EHHO-VC,4.702812680891524,4.702382789077765,0.003027980758304257,19.06784660002449
IMG_0011,HHO-VC,4.702812680891524,4.7023805798469125,0.002891879538171306,20.371377400006168
IMG_0012,BDA-EHHO-VC-Calibrated,5.253252918249296,5.253973695085433,0.002401874658988268,29.60821129998658
IMG_0012,BEHHO-VC-Calibrated,5.253642855911264,5.253726884896929,0.0025426287585026738,30.23082230001455
IMG_0012,EHHO-VC,5.253237334216297,5.253757528295178,0.0029472732701683177,23.25409950001631
IMG_0012,HHO-VC,5.253250760436329,5.253887351508448,0.003089752740638032,17.653406299999915
IMG_0013,BDA-EHHO-VC-Calibrated,5.517488353656092,5.516695664364294,0.0016346716551268064,29.24190829996951
IMG_0013,BEHHO-VC-Calibrated,5.517784553971427,5.516913177035824,0.0014286213011046327,31.91993850003928
IMG_0013,EHHO-VC,5.517636099229898,5.51682245865177,0.0013988213954693616,18.50538839999353
IMG_0013,HHO-VC,5.517590457059188,5.516768576433427,0.0012597393228134387,18.711433299991768
IMG_0014,BDA-EHHO-VC-Calibrated,5.200443384053503,5.200127927788206,0.001870331047119442,28.85792290000245
IMG_0014,BEHHO-VC-Calibrated,5.200304790218304,5.200094250956605,0.002374663170512,30.07163620000938
IMG_0014,EHHO-VC,5.199439951663894,5.200034456203466,0.0024975438780665913,21.14369009999791
